date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:52:40	4676/4676	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:45:10%20GMT	https://template.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_777620_256x240.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_777620_256x240.png	(from https://template.hasthemes.com/furns/furns/assets/css/plugins/plugins.min.css)
12:52:40	4632/4632	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:45:10%20GMT	https://template.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_cc0000_256x240.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_cc0000_256x240.png	(from https://template.hasthemes.com/furns/furns/assets/css/plugins/plugins.min.css)
12:52:41	7013/7013	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:45:11%20GMT	https://template.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_777777_256x240.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_777777_256x240.png	(from https://template.hasthemes.com/furns/furns/assets/css/plugins/plugins.min.css)
12:52:41	106412/106412	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:45:11%20GMT	https://template.hasthemes.com/furns/furns/assets/images/slider-image/slider-1.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/slider-image/slider-1.png	(from https://template.hasthemes.com/furns/furns/index.html)
12:52:41	91475/91475	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:45:12%20GMT	https://template.hasthemes.com/furns/furns/assets/images/slider-image/slider-2.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/slider-image/slider-2.png	(from https://template.hasthemes.com/furns/furns/index.html)
12:52:41	1819/1819	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:45:13%20GMT	https://template.hasthemes.com/furns/furns/assets/images/icons/1.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/icons/1.png	(from https://template.hasthemes.com/furns/furns/index.html)
12:52:41	2083/2083	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:45:16%20GMT	https://template.hasthemes.com/furns/furns/assets/images/icons/2.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/icons/2.png	(from https://template.hasthemes.com/furns/furns/index.html)
12:52:42	2408/2408	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:45:17%20GMT	https://template.hasthemes.com/furns/furns/assets/images/icons/3.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/icons/3.png	(from https://template.hasthemes.com/furns/furns/index.html)
12:52:42	2652/2652	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:45:19%20GMT	https://template.hasthemes.com/furns/furns/assets/images/icons/4.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/icons/4.png	(from https://template.hasthemes.com/furns/furns/index.html)
12:52:42	2689/2689	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:45:20%20GMT	https://template.hasthemes.com/furns/furns/assets/images/icons/5.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/icons/5.png	(from https://template.hasthemes.com/furns/furns/index.html)
12:52:42	52247/52247	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:45:22%20GMT	https://template.hasthemes.com/furns/furns/assets/images/instragram-image/1.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/instragram-image/1.png	(from https://template.hasthemes.com/furns/furns/index.html)
12:52:43	52652/52652	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:45:23%20GMT	https://template.hasthemes.com/furns/furns/assets/images/instragram-image/2.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/instragram-image/2.png	(from https://template.hasthemes.com/furns/furns/index.html)
12:52:43	45497/45497	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:46:02%20GMT	https://template.hasthemes.com/furns/furns/assets/images/instragram-image/3.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/instragram-image/3.png	(from https://template.hasthemes.com/furns/furns/index.html)
12:52:44	48301/48301	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:48:54%20GMT	https://template.hasthemes.com/furns/furns/assets/images/instragram-image/4.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/instragram-image/4.png	(from https://template.hasthemes.com/furns/furns/index.html)
12:52:44	30669/30669	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:48:58%20GMT	https://template.hasthemes.com/furns/furns/assets/images/about-image/1.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/about-image/1.jpg	(from https://template.hasthemes.com/furns/furns/about.html)
12:52:44	27695/27695	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:46:59%20GMT	https://template.hasthemes.com/furns/furns/assets/images/banner/8.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/banner/8.jpg	(from https://template.hasthemes.com/furns/furns/about.html)
12:52:44	15792/15792	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:47:07%20GMT	https://template.hasthemes.com/furns/furns/assets/images/banner/9.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/banner/9.jpg	(from https://template.hasthemes.com/furns/furns/about.html)
12:52:44	6296/6296	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:47:09%20GMT	https://template.hasthemes.com/furns/furns/assets/images/banner/10.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/banner/10.jpg	(from https://template.hasthemes.com/furns/furns/about.html)
12:52:45	20045/20045	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:47:14%20GMT	https://template.hasthemes.com/furns/furns/assets/images/team/leader1.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/team/leader1.png	(from https://template.hasthemes.com/furns/furns/about.html)
12:52:45	22309/22309	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:47:19%20GMT	https://template.hasthemes.com/furns/furns/assets/images/team/leader2.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/team/leader2.png	(from https://template.hasthemes.com/furns/furns/about.html)
12:52:45	22864/22864	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:47:52%20GMT	https://template.hasthemes.com/furns/furns/assets/images/team/leader3.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/team/leader3.png	(from https://template.hasthemes.com/furns/furns/about.html)
12:52:45	20885/20885	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:48:05%20GMT	https://template.hasthemes.com/furns/furns/assets/images/team/leader4.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/team/leader4.png	(from https://template.hasthemes.com/furns/furns/about.html)
12:52:45	2720/2720	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:48:05%20GMT	https://template.hasthemes.com/furns/furns/assets/images/company-logo/company-logo-1.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/company-logo/company-logo-1.png	(from https://template.hasthemes.com/furns/furns/about.html)
12:52:46	2808/2808	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:48:20%20GMT	https://template.hasthemes.com/furns/furns/assets/images/company-logo/company-logo-2.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/company-logo/company-logo-2.png	(from https://template.hasthemes.com/furns/furns/about.html)
12:52:46	3091/3091	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:48:33%20GMT	https://template.hasthemes.com/furns/furns/assets/images/company-logo/company-logo-3.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/company-logo/company-logo-3.png	(from https://template.hasthemes.com/furns/furns/about.html)
12:52:46	3164/3164	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:48:34%20GMT	https://template.hasthemes.com/furns/furns/assets/images/company-logo/company-logo-4.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/company-logo/company-logo-4.png	(from https://template.hasthemes.com/furns/furns/about.html)
12:52:46	2817/2817	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:48:35%20GMT	https://template.hasthemes.com/furns/furns/assets/images/company-logo/company-logo-5.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/company-logo/company-logo-5.png	(from https://template.hasthemes.com/furns/furns/about.html)
12:52:47	2838/2838	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:48:35%20GMT	https://template.hasthemes.com/furns/furns/assets/images/company-logo/company-logo-6.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/company-logo/company-logo-6.png	(from https://template.hasthemes.com/furns/furns/about.html)
12:52:47	2975/2975	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:48:36%20GMT	https://template.hasthemes.com/furns/furns/assets/images/company-logo/company-logo-7.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/company-logo/company-logo-7.png	(from https://template.hasthemes.com/furns/furns/about.html)
12:52:48	2817/2817	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:48:37%20GMT	https://template.hasthemes.com/furns/furns/assets/images/company-logo/company-logo-8.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/company-logo/company-logo-8.png	(from https://template.hasthemes.com/furns/furns/about.html)
12:52:48	15571/15571	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:48:38%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/zoom-image/1.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/zoom-image/1.jpg	(from https://template.hasthemes.com/furns/furns/single-product.html)
12:52:48	14670/14670	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:48:39%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/zoom-image/2.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/zoom-image/2.jpg	(from https://template.hasthemes.com/furns/furns/single-product.html)
12:52:48	13004/13004	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:48:39%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/zoom-image/3.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/zoom-image/3.jpg	(from https://template.hasthemes.com/furns/furns/single-product.html)
12:52:49	19110/19110	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:48:40%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/zoom-image/4.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/zoom-image/4.jpg	(from https://template.hasthemes.com/furns/furns/single-product.html)
12:52:49	17858/17858	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:48:41%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/zoom-image/5.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/zoom-image/5.jpg	(from https://template.hasthemes.com/furns/furns/single-product.html)
12:52:49	671/671	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:48:42%20GMT	https://template.hasthemes.com/furns/furns/assets/images/icons/policy.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/icons/policy.png	(from https://template.hasthemes.com/furns/furns/single-product.html)
12:52:49	545/545	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:48:43%20GMT	https://template.hasthemes.com/furns/furns/assets/images/icons/policy-2.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/icons/policy-2.png	(from https://template.hasthemes.com/furns/furns/single-product.html)
12:52:50	432/432	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:48:44%20GMT	https://template.hasthemes.com/furns/furns/assets/images/icons/policy-3.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/icons/policy-3.png	(from https://template.hasthemes.com/furns/furns/single-product.html)
12:52:50	8173/8173	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:48:45%20GMT	https://template.hasthemes.com/furns/furns/assets/images/review-image/1.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/review-image/1.png	(from https://template.hasthemes.com/furns/furns/single-product.html)
12:52:51	8156/8156	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:48:46%20GMT	https://template.hasthemes.com/furns/furns/assets/images/review-image/2.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/review-image/2.png	(from https://template.hasthemes.com/furns/furns/single-product.html)
12:52:52	1667/1667	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:48:48%20GMT	https://template.hasthemes.com/furns/furns/assets/images/logo/logo-white.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/logo/logo-white.png	(from https://template.hasthemes.com/furns/furns/coming-soon.html)
12:52:52	3501/3501	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:48:50%20GMT	https://template.hasthemes.com/furns/furns/assets/images/icons/icon-youtube-play.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/icons/icon-youtube-play.png	(from https://template.hasthemes.com/furns/furns/blog-grid-left-sidebar.html)
12:52:53	51939/51939	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:48:52%20GMT	https://template.hasthemes.com/furns/furns/assets/images/blog-image/single-blog.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/blog-image/single-blog.jpg	(from https://template.hasthemes.com/furns/furns/blog-single-left-sidebar.html)
